肖申克的救赎,1994,9.7
霸王别姬,1993,9.6
阿甘正传,1994,9.5
泰坦尼克号,1997,9.5
千与千寻,2001,9.4
美丽人生,1997,9.5
这个杀手不太冷,1994,9.4
星际穿越,2014,9.4
盗梦空间,2010,9.4
楚门的世界,1998,9.4
辛德勒的名单,1993,9.5
忠犬八公的故事,2009,9.4
海上钢琴师,1998,9.3
三傻大闹宝莱坞,2009,9.2
放牛班的春天,2004,9.3
机器人总动员,2008,9.3
疯狂动物城,2016,9.2
无间道,2002,9.3
控方证人,1957,9.6
大话西游之大圣娶亲,1995,9.2
熔炉,2011,9.3
教父,1972,9.3
触不可及,2011,9.3
寻梦环游记,2017,9.1
当幸福来敲门,2006,9.2
