district,area,unit_price,rooms,build_year,near_subway,url,crawl_time
恒大雅苑,138.93,7486,,2021,是,https://cs.58.com/ershoufang/4091529724865548x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_10&from=from_esf_List_search&index=11,2025-12-20 09:50:36
卧琥城,259.83,6351,,2021,是,https://cs.58.com/ershoufang/4303915950596110x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_9&from=from_esf_List_search&index=10,2025-12-20 09:50:38
藏珑湖上国际花园,138.42,9753,,2021,是,https://cs.58.com/ershoufang/4267248983731215x.shtml?auction=201&hpType=60&entry=102&position=8&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_8&from=from_esf_List_search&index=9,2025-12-20 09:50:40
航天溪湖,97.86,8073,,2094,是,https://cs.58.com/ershoufang/3236574961148938x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1766195298&typecode=220&spread=filtersearch_c&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_7&from=from_esf_List_search&index=8,2025-12-20 09:50:41
金源府MOMA,121.65,11673,,1925,是,https://cs.58.com/ershoufang/4116081925185542x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_6&from=from_esf_List_search&index=7,2025-12-20 09:50:43
卧琥城,119.9,9008,,2021,是,https://cs.58.com/ershoufang/3951470616669199x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_5&from=from_esf_List_search&index=6,2025-12-20 09:50:45
卧琥城,136.36,9387,,2021,是,https://cs.58.com/ershoufang/3507351898841094x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_4&from=from_esf_List_search&index=5,2025-12-20 09:50:47
裕和府（原康桥悦城）,108.9,11479,,1960,是,https://cs.58.com/ershoufang/2718454839798791x.shtml?auction=201&hpType=60&entry=102&position=3&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_3&from=from_esf_List_search&index=3,2025-12-20 09:50:49
恒大雅苑,144.52,7612,,2021,是,https://cs.58.com/ershoufang/4353869242690565x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_2&from=from_esf_List_search&index=2,2025-12-20 09:50:51
藏珑湖上国际花园,131.66,10482,,2075,是,https://cs.58.com/ershoufang/4207577955036166x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_1&from=from_esf_List_search&index=1,2025-12-20 09:50:53
城投月湖云境,120.0,10000,,2021,是,https://cs.58.com/ershoufang/3867888396741638x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1766195298&typecode=201&spread=filtersearch_p&epauction=&stats_key=c1fe7003-6128-4fbe-bd07-e45712a67455_0&from=from_esf_List_search&index=0,2025-12-20 09:50:55
万科城(三期),89.31,7838,,1920,是,https://cs.58.com/ershoufang/4333506192092162x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_69&from=from_esf_List_search&index=75,2025-12-20 09:50:57
长房明宸府,123.92,7505,,2022,是,https://cs.58.com/ershoufang/4158186444512259x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_68&from=from_esf_List_search&index=74,2025-12-20 09:50:58
华润凤凰城(二期),109.0,6413,,2021,是,https://cs.58.com/ershoufang/4333811464855553x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_67&from=from_esf_List_search&index=73,2025-12-20 09:50:59
时代倾城(二期),85.18,6340,,1921,是,https://cs.58.com/ershoufang/4368943281921025x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_66&from=from_esf_List_search&index=72,2025-12-20 09:51:01
卢浮原著,89.76,7576,,2021,是,https://cs.58.com/ershoufang/4368878442750991x.shtml?auction=201&hpType=60&entry=102&position=65&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_65&from=from_esf_List_search&index=71,2025-12-20 09:51:03
卢浮原著,89.6,6474,,2021,是,https://cs.58.com/ershoufang/4349116985060359x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_64&from=from_esf_List_search&index=70,2025-12-20 09:51:05
沁园春御院,128.63,9252,,2056,是,https://cs.58.com/ershoufang/4320565300059143x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_63&from=from_esf_List_search&index=69,2025-12-20 09:51:07
北辰中央公园(CDEF区),112.14,10256,,2021,是,https://cs.58.com/ershoufang/3451349180310538x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_62&from=from_esf_List_search&index=68,2025-12-20 09:51:08
荣盛花语城,88.0,6796,,2042,是,https://cs.58.com/ershoufang/4020423123902472x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_61&from=from_esf_List_search&index=67,2025-12-20 09:51:11
长房时代城,91.04,7250,,1915,是,https://cs.58.com/ershoufang/3574445600251915x.shtml?auction=201&hpType=60&entry=102&position=60&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_60&from=from_esf_List_search&index=66,2025-12-20 09:51:13
三一街区,126.49,5218,,2080,是,https://cs.58.com/ershoufang/4348944520801286x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_59&from=from_esf_List_search&index=65,2025-12-20 09:51:15
浏阳河畔,130.43,6747,,1934,是,https://cs.58.com/ershoufang/4313551934925834x.shtml?auction=201&hpType=60&entry=102&position=58&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_58&from=from_esf_List_search&index=64,2025-12-20 09:51:17
宁华星湖湾(二期),99.0,6667,,1974,是,https://cs.58.com/ershoufang/4299317197478923x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_57&from=from_esf_List_search&index=63,2025-12-20 09:51:18
湘域中央,132.0,15758,,1993,是,https://cs.58.com/ershoufang/4186022835837963x.shtml?auction=201&hpType=60&entry=102&position=56&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_56&from=from_esf_List_search&index=62,2025-12-20 09:51:21
荣泰广场,132.96,11884,,2040,是,https://cs.58.com/ershoufang/4282536204099597x.shtml?auction=220&hpType=60&entry=102&position=55&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_55&from=from_esf_List_search&index=61,2025-12-20 09:51:23
领航学府,129.0,4497,,2021,否,https://cs.58.com/ershoufang/3370916154827782x.shtml?auction=201&hpType=60&entry=102&position=54&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_54&from=from_esf_List_search&index=60,2025-12-20 09:51:24
荣盛花语书苑,108.97,8627,,2021,是,https://cs.58.com/ershoufang/4357407566454797x.shtml?auction=201&hpType=60&entry=102&position=53&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_53&from=from_esf_List_search&index=59,2025-12-20 09:51:26
绿地海外滩(一期),139.53,6651,,1903,是,https://cs.58.com/ershoufang/4120043448475659x.shtml?auction=201&hpType=60&entry=102&position=52&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_52&from=from_esf_List_search&index=58,2025-12-20 09:51:29
中航城国际社区(南区),97.88,7356,,2021,是,https://cs.58.com/ershoufang/4009405014367242x.shtml?auction=201&hpType=60&entry=102&position=51&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_51&from=from_esf_List_search&index=57,2025-12-20 09:51:31
爱琴海岸,123.38,6468,,2021,是,https://cs.58.com/ershoufang/3963033444314117x.shtml?auction=201&hpType=60&entry=102&position=50&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_50&from=from_esf_List_search&index=56,2025-12-20 09:51:33
中天栖溪里,131.38,13092,,2021,是,https://cs.58.com/ershoufang/3308827987665933x.shtml?auction=220&hpType=60&entry=102&position=49&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_49&from=from_esf_List_search&index=55,2025-12-20 09:51:34
世纪桃花苑,154.3,6157,,1901,是,https://cs.58.com/ershoufang/3950089645874190x.shtml?auction=201&hpType=60&entry=102&position=48&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_48&from=from_esf_List_search&index=54,2025-12-20 09:51:37
中粮鸿云,107.44,7335,,1903,是,https://cs.58.com/ershoufang/3306072324580361x.shtml?auction=201&hpType=60&entry=102&position=47&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_47&from=from_esf_List_search&index=53,2025-12-20 09:51:39
保利香槟国际,117.78,8915,,2021,是,https://cs.58.com/ershoufang/3086473544770568x.shtml?auction=201&hpType=60&entry=102&position=46&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_46&from=from_esf_List_search&index=52,2025-12-20 09:51:40
完美生活小区,169.22,5721,,2091,是,https://cs.58.com/ershoufang/3643013823339530x.shtml?auction=201&hpType=60&entry=102&position=45&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_45&from=from_esf_List_search&index=51,2025-12-20 09:51:41
望麓锦园,185.15,8372,,1926,是,https://cs.58.com/ershoufang/3089422208163851x.shtml?auction=201&hpType=60&entry=102&position=44&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_44&from=from_esf_List_search&index=50,2025-12-20 09:51:43
保利恒伟时光印象,124.37,9328,,2021,是,https://cs.58.com/ershoufang/4117210427124748x.shtml?auction=220&hpType=60&entry=102&position=43&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_43&from=from_esf_List_search&index=48,2025-12-20 09:51:45
华润桃源里(一期),135.43,4490,,2021,是,https://cs.58.com/ershoufang/3626882735217672x.shtml?auction=201&hpType=60&entry=102&position=42&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_42&from=from_esf_List_search&index=47,2025-12-20 09:51:47
保利麓谷林语,137.76,8348,,2065,是,https://cs.58.com/ershoufang/4326154206519307x.shtml?auction=201&hpType=60&entry=102&position=41&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_41&from=from_esf_List_search&index=46,2025-12-20 09:51:48
山水湾,113.43,6436,,2021,是,https://cs.58.com/ershoufang/4335128322169865x.shtml?auction=201&hpType=60&entry=102&position=40&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_40&from=from_esf_List_search&index=45,2025-12-20 09:51:51
绿地城际空间站,119.62,9196,,2021,是,https://cs.58.com/ershoufang/4035053817310208x.shtml?auction=201&hpType=60&entry=102&position=39&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_39&from=from_esf_List_search&index=44,2025-12-20 09:51:52
时代倾城(三期),87.0,6529,,2021,是,https://cs.58.com/ershoufang/4221474725863424x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_38&from=from_esf_List_search&index=43,2025-12-20 09:51:53
馨香雅苑,94.47,8130,,2021,是,https://cs.58.com/ershoufang/3604529491435531x.shtml?auction=220&hpType=60&entry=102&position=37&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_37&from=from_esf_List_search&index=42,2025-12-20 09:51:55
荣盛花语城,88.0,6796,,2001,是,https://cs.58.com/ershoufang/4045804958720012x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_36&from=from_esf_List_search&index=41,2025-12-20 09:51:57
万煦园,130.03,5845,,2021,是,https://cs.58.com/ershoufang/4365873303788555x.shtml?auction=201&hpType=60&entry=102&position=35&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_35&from=from_esf_List_search&index=39,2025-12-20 09:51:59
北辰中央公园(AB区),124.77,7975,,2021,是,https://cs.58.com/ershoufang/4357395702574092x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_34&from=from_esf_List_search&index=38,2025-12-20 09:52:01
北辰三角洲奥城E4区,107.6,10224,,2021,是,https://cs.58.com/ershoufang/4257287829679109x.shtml?auction=201&hpType=60&entry=102&position=33&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_33&from=from_esf_List_search&index=37,2025-12-20 09:52:03
长沙润府,188.57,13788,,2021,否,https://cs.58.com/ershoufang/4331041389043721x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_32&from=from_esf_List_search&index=36,2025-12-20 09:52:05
八方小区(C区),138.38,21535,,2021,是,https://cs.58.com/ershoufang/4008174474927107x.shtml?auction=220&hpType=60&entry=102&position=31&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_31&from=from_esf_List_search&index=35,2025-12-20 09:52:07
邦盛水岸御园,97.15,5662,,1916,是,https://cs.58.com/ershoufang/4308030893108231x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_30&from=from_esf_List_search&index=34,2025-12-20 09:52:08
钰龙天下佳园(二期),104.16,15361,,2028,是,https://cs.58.com/ershoufang/3533544778963975x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_29&from=from_esf_List_search&index=33,2025-12-20 09:52:10
绿荫家园,120.97,5523,,2021,是,https://cs.58.com/ershoufang/2732932178390030x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_28&from=from_esf_List_search&index=32,2025-12-20 09:52:11
楚天世纪城(东苑),127.19,5488,,2019,是,https://cs.58.com/ershoufang/3333860903033861x.shtml?auction=201&hpType=60&entry=102&position=27&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_27&from=from_esf_List_search&index=30,2025-12-20 09:52:14
阳光城溪山悦,140.56,7969,,2064,是,https://cs.58.com/ershoufang/4220643438632967x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_26&from=from_esf_List_search&index=29,2025-12-20 09:52:16
龙湖碧桂园天宸原著,143.81,9040,,2010,是,https://cs.58.com/ershoufang/3213895790305292x.shtml?auction=220&hpType=60&entry=102&position=25&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_25&from=from_esf_List_search&index=28,2025-12-20 09:52:18
银港水晶城(A区),125.78,7792,,2088,是,https://cs.58.com/ershoufang/4360195293289479x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_24&from=from_esf_List_search&index=27,2025-12-20 09:52:20
长房东旭国际(一期),99.0,8889,,2021,是,https://cs.58.com/ershoufang/4262689238969346x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_23&from=from_esf_List_search&index=26,2025-12-20 09:52:22
阿普阿布,105.45,9958,,2021,是,https://cs.58.com/ershoufang/4368690212674574x.shtml?auction=201&hpType=60&entry=102&position=22&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_22&from=from_esf_List_search&index=25,2025-12-20 09:52:24
万科魅力之城,143.0,10686,,2021,是,https://cs.58.com/ershoufang/4129785867217925x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_21&from=from_esf_List_search&index=24,2025-12-20 09:52:26
明昇壹城,95.0,11264,,2021,是,https://cs.58.com/ershoufang/4327910332735501x.shtml?auction=201&hpType=60&entry=102&position=20&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_20&from=from_esf_List_search&index=23,2025-12-20 09:52:28
钰龙天下佳园(二期),112.96,16998,,2028,是,https://cs.58.com/ershoufang/4094132935781382x.shtml?auction=220&hpType=60&entry=102&position=19&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_19&from=from_esf_List_search&index=21,2025-12-20 09:52:30
万科魅力之城,107.0,9814,,2021,是,https://cs.58.com/ershoufang/4274232133409807x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_18&from=from_esf_List_search&index=20,2025-12-20 09:52:32
领航学府,105.0,4477,,2021,否,https://cs.58.com/ershoufang/3370668639985679x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_17&from=from_esf_List_search&index=19,2025-12-20 09:52:34
中建·博萃府,100.0,13000,,2009,否,https://cs.58.com/ershoufang/4298303820095496x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_16&from=from_esf_List_search&index=18,2025-12-20 09:52:36
嘉宇璟琇大泽湖,119.0,9664,,2091,是,https://cs.58.com/ershoufang/4256849137937420x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_15&from=from_esf_List_search&index=17,2025-12-20 09:52:38
藏珑湖上国际花园,134.96,8744,,2021,是,https://cs.58.com/ershoufang/4368748330296334x.shtml?auction=201&hpType=60&entry=102&position=14&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_14&from=from_esf_List_search&index=16,2025-12-20 09:52:39
璞悦府,147.55,10031,,1973,是,https://cs.58.com/ershoufang/4214831859395590x.shtml?auction=220&hpType=60&entry=102&position=13&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_13&from=from_esf_List_search&index=15,2025-12-20 09:52:41
恒大雅苑,136.18,8078,,2021,是,https://cs.58.com/ershoufang/4337948390137870x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_12&from=from_esf_List_search&index=14,2025-12-20 09:52:43
藏珑湖上国际花园,144.33,8730,,2021,是,https://cs.58.com/ershoufang/4229989409008648x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_11&from=from_esf_List_search&index=12,2025-12-20 09:52:45
恒大雅苑,138.93,7486,,2021,是,https://cs.58.com/ershoufang/4091529724865548x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_10&from=from_esf_List_search&index=11,2025-12-20 09:52:47
卧琥城,259.83,6351,,2021,是,https://cs.58.com/ershoufang/4303915950596110x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_9&from=from_esf_List_search&index=10,2025-12-20 09:52:48
藏珑湖上国际花园,138.42,9753,,2021,是,https://cs.58.com/ershoufang/4267248983731215x.shtml?auction=201&hpType=60&entry=102&position=8&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_8&from=from_esf_List_search&index=9,2025-12-20 09:52:50
航天溪湖,97.86,8073,,2094,是,https://cs.58.com/ershoufang/3236574961148938x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1766195296&typecode=220&spread=filtersearch_c&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_7&from=from_esf_List_search&index=8,2025-12-20 09:52:52
卧琥城,119.9,9008,,2021,是,https://cs.58.com/ershoufang/3951470616669199x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_6&from=from_esf_List_search&index=7,2025-12-20 09:52:53
金源府MOMA,121.65,11673,,1925,是,https://cs.58.com/ershoufang/4116081925185542x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_5&from=from_esf_List_search&index=6,2025-12-20 09:52:55
卧琥城,136.36,9387,,2021,是,https://cs.58.com/ershoufang/3507351898841094x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_4&from=from_esf_List_search&index=5,2025-12-20 09:52:57
恒大雅苑,144.52,7612,,2021,是,https://cs.58.com/ershoufang/4353869242690565x.shtml?auction=201&hpType=60&entry=102&position=3&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_3&from=from_esf_List_search&index=3,2025-12-20 09:52:59
藏珑湖上国际花园,131.66,10482,,2075,是,https://cs.58.com/ershoufang/4207577955036166x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_2&from=from_esf_List_search&index=2,2025-12-20 09:53:01
裕和府（原康桥悦城）,108.9,11479,,1960,是,https://cs.58.com/ershoufang/2718454839798791x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_1&from=from_esf_List_search&index=1,2025-12-20 09:53:02
城投月湖云境,120.0,10000,,2021,是,https://cs.58.com/ershoufang/4036589794991107x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1766195296&typecode=201&spread=filtersearch_p&epauction=&stats_key=76891afb-f810-4a8a-8d24-076d8eb6cdcd_0&from=from_esf_List_search&index=0,2025-12-20 09:53:04
