district,area,unit_price,rooms,build_year,near_subway,url,crawl_time
恒大文化旅游城,121.6,5987,,2021,是,https://cs.58.com/ershoufang/4307759622676485x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_69&from=from_esf_List_search&index=75,2025-12-20 09:53:07
卢浮原著,89.6,6474,,2021,是,https://cs.58.com/ershoufang/4349116985060359x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_68&from=from_esf_List_search&index=74,2025-12-20 09:53:08
荣盛花语城,88.0,6796,,2042,是,https://cs.58.com/ershoufang/4020423123902472x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_67&from=from_esf_List_search&index=73,2025-12-20 09:53:10
中粮鸿云,113.67,6933,,1903,是,https://cs.58.com/ershoufang/4328351575695373x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_66&from=from_esf_List_search&index=72,2025-12-20 09:53:12
润和又一城(一期),115.46,6886,,2021,是,https://cs.58.com/ershoufang/4329461762513927x.shtml?auction=201&hpType=60&entry=102&position=65&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_65&from=from_esf_List_search&index=71,2025-12-20 09:53:14
金科时代中心,118.46,6737,,1938,是,https://cs.58.com/ershoufang/4359016681938947x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_64&from=from_esf_List_search&index=70,2025-12-20 09:53:16
中天栖溪里,131.38,13092,,2021,是,https://cs.58.com/ershoufang/3308827987665933x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_63&from=from_esf_List_search&index=69,2025-12-20 09:53:17
省人民检察院住宅区,116.34,8252,,2021,是,https://cs.58.com/ershoufang/4347821651173387x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_62&from=from_esf_List_search&index=68,2025-12-20 09:53:19
爱琴海岸,123.38,6468,,2021,是,https://cs.58.com/ershoufang/3963033444314117x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_61&from=from_esf_List_search&index=67,2025-12-20 09:53:21
星城映象,117.67,5388,,2021,是,https://cs.58.com/ershoufang/4211636777397254x.shtml?auction=201&hpType=60&entry=102&position=60&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_60&from=from_esf_List_search&index=66,2025-12-20 09:53:22
西子湖畔沃府,97.83,9098,,2026,是,https://cs.58.com/ershoufang/3265956238662659x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_59&from=from_esf_List_search&index=65,2025-12-20 09:53:23
京盛和府(新房),105.0,9524,,2091,否,https://cs.58.com/ershoufang/2718498549050381x.shtml?auction=201&hpType=60&entry=102&position=58&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_58&from=from_esf_List_search&index=64,2025-12-20 09:53:26
长房时代城,91.04,7250,,1915,是,https://cs.58.com/ershoufang/3574445600251915x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_57&from=from_esf_List_search&index=63,2025-12-20 09:53:28
浏阳河畔,130.43,6747,,1934,是,https://cs.58.com/ershoufang/4313551934925834x.shtml?auction=201&hpType=60&entry=102&position=56&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_56&from=from_esf_List_search&index=62,2025-12-20 09:53:29
荣泰广场,132.96,11884,,2040,是,https://cs.58.com/ershoufang/4282536204099597x.shtml?auction=220&hpType=60&entry=102&position=55&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_55&from=from_esf_List_search&index=61,2025-12-20 09:53:32
三一街区,126.49,5218,,2080,是,https://cs.58.com/ershoufang/4348944520801286x.shtml?auction=201&hpType=60&entry=102&position=54&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_54&from=from_esf_List_search&index=60,2025-12-20 09:53:34
欧莱雅郡(西区),84.0,7500,,2021,是,https://cs.58.com/ershoufang/3969521767554055x.shtml?auction=201&hpType=60&entry=102&position=53&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_53&from=from_esf_List_search&index=59,2025-12-20 09:53:36
澳海云潇赋,105.0,6096,,2021,是,https://cs.58.com/ershoufang/2718487979449354x.shtml?auction=201&hpType=60&entry=102&position=52&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_52&from=from_esf_List_search&index=58,2025-12-20 09:53:38
荣盛花语书苑,108.97,8627,,2021,是,https://cs.58.com/ershoufang/4357407566454797x.shtml?auction=201&hpType=60&entry=102&position=51&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_51&from=from_esf_List_search&index=57,2025-12-20 09:53:40
中航城国际社区(南区),97.88,7356,,2021,是,https://cs.58.com/ershoufang/4009405014367242x.shtml?auction=201&hpType=60&entry=102&position=50&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_50&from=from_esf_List_search&index=56,2025-12-20 09:53:41
保利恒伟时光印象,124.37,9328,,2021,是,https://cs.58.com/ershoufang/4117210427124748x.shtml?auction=220&hpType=60&entry=102&position=49&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_49&from=from_esf_List_search&index=55,2025-12-20 09:53:43
中粮鸿云,107.44,7335,,1903,是,https://cs.58.com/ershoufang/3306072324580361x.shtml?auction=201&hpType=60&entry=102&position=48&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_48&from=from_esf_List_search&index=54,2025-12-20 09:53:45
恒大御景天下,105.9,6119,,2021,是,https://cs.58.com/ershoufang/4126534441558016x.shtml?auction=201&hpType=60&entry=102&position=47&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_47&from=from_esf_List_search&index=53,2025-12-20 09:53:47
望麓锦园,185.15,8372,,1926,是,https://cs.58.com/ershoufang/3089422208163851x.shtml?auction=201&hpType=60&entry=102&position=46&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_46&from=from_esf_List_search&index=52,2025-12-20 09:53:49
保利麓谷林语,137.76,8348,,2065,是,https://cs.58.com/ershoufang/4326154206519307x.shtml?auction=201&hpType=60&entry=102&position=45&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_45&from=from_esf_List_search&index=51,2025-12-20 09:53:50
御邦,122.92,7241,,2021,是,https://cs.58.com/ershoufang/4293737728814085x.shtml?auction=201&hpType=60&entry=102&position=44&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_44&from=from_esf_List_search&index=50,2025-12-20 09:53:52
银港水晶城(A区),125.78,7792,,2088,是,https://cs.58.com/ershoufang/4360195293289479x.shtml?auction=220&hpType=60&entry=102&position=43&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_43&from=from_esf_List_search&index=48,2025-12-20 09:53:53
绿地城际空间站,119.62,9196,,2021,是,https://cs.58.com/ershoufang/4035053817310208x.shtml?auction=201&hpType=60&entry=102&position=42&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_42&from=from_esf_List_search&index=47,2025-12-20 09:53:55
方略潇邦,143.25,4803,,2021,是,https://cs.58.com/ershoufang/4367621418180621x.shtml?auction=201&hpType=60&entry=102&position=41&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_41&from=from_esf_List_search&index=46,2025-12-20 09:53:57
时代倾城(三期),87.0,6529,,2021,是,https://cs.58.com/ershoufang/4221474725863424x.shtml?auction=201&hpType=60&entry=102&position=40&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_40&from=from_esf_List_search&index=45,2025-12-20 09:53:58
荣盛花语城,88.0,6796,,2001,是,https://cs.58.com/ershoufang/4045804958720012x.shtml?auction=201&hpType=60&entry=102&position=39&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_39&from=from_esf_List_search&index=44,2025-12-20 09:54:00
江岸景苑,124.9,11193,,2049,是,https://cs.58.com/ershoufang/4239049567182862x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_38&from=from_esf_List_search&index=43,2025-12-20 09:54:02
馨香雅苑,94.47,8130,,2021,是,https://cs.58.com/ershoufang/3604529491435531x.shtml?auction=220&hpType=60&entry=102&position=37&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_37&from=from_esf_List_search&index=42,2025-12-20 09:54:04
星典时代,112.82,6453,,2094,是,https://cs.58.com/ershoufang/4252657543474182x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_36&from=from_esf_List_search&index=41,2025-12-20 09:54:05
欧陆经典,121.5,9712,,1997,是,https://cs.58.com/ershoufang/4321997246704651x.shtml?auction=201&hpType=60&entry=102&position=35&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_35&from=from_esf_List_search&index=39,2025-12-20 09:54:07
北辰中央公园(AB区),124.77,7975,,2021,是,https://cs.58.com/ershoufang/4357395702574092x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_34&from=from_esf_List_search&index=38,2025-12-20 09:54:09
金地三千府(别墅),140.66,11944,,1989,是,https://cs.58.com/ershoufang/4070198982515715x.shtml?auction=201&hpType=60&entry=102&position=33&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_33&from=from_esf_List_search&index=37,2025-12-20 09:54:11
中交中央公园,142.9,7698,,1962,是,https://cs.58.com/ershoufang/3928376993852429x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_32&from=from_esf_List_search&index=36,2025-12-20 09:54:13
八方小区(C区),138.38,21535,,2021,是,https://cs.58.com/ershoufang/4008174474927107x.shtml?auction=220&hpType=60&entry=102&position=31&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_31&from=from_esf_List_search&index=35,2025-12-20 09:54:15
星典时代,94.57,6874,,2094,是,https://cs.58.com/ershoufang/4334797276847111x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_30&from=from_esf_List_search&index=34,2025-12-20 09:54:17
达美D6区,121.81,9565,,2021,是,https://cs.58.com/ershoufang/4176095873309703x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_29&from=from_esf_List_search&index=33,2025-12-20 09:54:19
绿荫家园,120.97,5523,,2021,是,https://cs.58.com/ershoufang/2732932178390030x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_28&from=from_esf_List_search&index=32,2025-12-20 09:54:21
钰龙天下,77.93,18607,,2021,是,https://cs.58.com/ershoufang/4352305589148673x.shtml?auction=201&hpType=60&entry=102&position=27&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_27&from=from_esf_List_search&index=30,2025-12-20 09:54:23
先锋东外滩,134.39,7873,,2021,是,https://cs.58.com/ershoufang/3828517728100360x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_26&from=from_esf_List_search&index=29,2025-12-20 09:54:25
龙湖碧桂园天宸原著,143.81,9040,,2010,是,https://cs.58.com/ershoufang/3213895790305292x.shtml?auction=220&hpType=60&entry=102&position=25&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_25&from=from_esf_List_search&index=28,2025-12-20 09:54:26
阳光城溪山悦,140.56,7969,,2064,是,https://cs.58.com/ershoufang/4220643438632967x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_24&from=from_esf_List_search&index=27,2025-12-20 09:54:28
恒大城,100.09,8773,,2021,是,https://cs.58.com/ershoufang/2718584924544000x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_23&from=from_esf_List_search&index=26,2025-12-20 09:54:30
阿普阿布,105.45,9958,,2021,是,https://cs.58.com/ershoufang/4368690212674574x.shtml?auction=201&hpType=60&entry=102&position=22&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_22&from=from_esf_List_search&index=25,2025-12-20 09:54:32
万科魅力之城,143.0,10686,,2021,是,https://cs.58.com/ershoufang/4129785867217925x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_21&from=from_esf_List_search&index=24,2025-12-20 09:54:34
明昇壹城,95.0,11264,,2021,是,https://cs.58.com/ershoufang/4327910332735501x.shtml?auction=201&hpType=60&entry=102&position=20&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_20&from=from_esf_List_search&index=23,2025-12-20 09:54:36
钰龙天下佳园(二期),112.96,16998,,2028,是,https://cs.58.com/ershoufang/4094132935781382x.shtml?auction=220&hpType=60&entry=102&position=19&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_19&from=from_esf_List_search&index=21,2025-12-20 09:54:38
万科魅力之城,107.0,9814,,2021,是,https://cs.58.com/ershoufang/4274232133409807x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_18&from=from_esf_List_search&index=20,2025-12-20 09:54:40
领航学府,105.0,4477,,2021,否,https://cs.58.com/ershoufang/3370668639985679x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_17&from=from_esf_List_search&index=19,2025-12-20 09:54:42
中建·博萃府,100.0,13000,,2009,否,https://cs.58.com/ershoufang/4298303820095496x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_16&from=from_esf_List_search&index=18,2025-12-20 09:54:43
嘉宇璟琇大泽湖,119.0,9664,,2091,是,https://cs.58.com/ershoufang/4256849137937420x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_15&from=from_esf_List_search&index=17,2025-12-20 09:54:44
藏珑湖上国际花园,134.96,8744,,2021,是,https://cs.58.com/ershoufang/4368748330296334x.shtml?auction=201&hpType=60&entry=102&position=14&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_14&from=from_esf_List_search&index=16,2025-12-20 09:54:46
璞悦府,147.55,10031,,1973,是,https://cs.58.com/ershoufang/4214831859395590x.shtml?auction=220&hpType=60&entry=102&position=13&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_13&from=from_esf_List_search&index=15,2025-12-20 09:54:47
恒大雅苑,136.18,8078,,2021,是,https://cs.58.com/ershoufang/4337948390137870x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_12&from=from_esf_List_search&index=14,2025-12-20 09:54:49
藏珑湖上国际花园,144.33,8730,,2021,是,https://cs.58.com/ershoufang/4229989409008648x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_11&from=from_esf_List_search&index=12,2025-12-20 09:54:52
恒大雅苑,138.93,7486,,2021,是,https://cs.58.com/ershoufang/4091529724865548x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_10&from=from_esf_List_search&index=11,2025-12-20 09:54:53
卧琥城,259.83,6351,,2021,是,https://cs.58.com/ershoufang/4303915950596110x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_9&from=from_esf_List_search&index=10,2025-12-20 09:54:56
藏珑湖上国际花园,138.42,9753,,2021,是,https://cs.58.com/ershoufang/4267248983731215x.shtml?auction=201&hpType=60&entry=102&position=8&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_8&from=from_esf_List_search&index=9,2025-12-20 09:54:58
航天溪湖,97.86,8073,,2094,是,https://cs.58.com/ershoufang/3236574961148938x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1766195295&typecode=220&spread=filtersearch_c&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_7&from=from_esf_List_search&index=8,2025-12-20 09:55:00
卧琥城,119.9,9008,,2021,是,https://cs.58.com/ershoufang/3951470616669199x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_6&from=from_esf_List_search&index=7,2025-12-20 09:55:02
金源府MOMA,121.65,11673,,1925,是,https://cs.58.com/ershoufang/4116081925185542x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_5&from=from_esf_List_search&index=6,2025-12-20 09:55:03
卧琥城,136.36,9519,,2021,是,https://cs.58.com/ershoufang/3616070245884933x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_4&from=from_esf_List_search&index=5,2025-12-20 09:55:05
恒大雅苑,144.52,7612,,2021,是,https://cs.58.com/ershoufang/4353869242690565x.shtml?auction=201&hpType=60&entry=102&position=3&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_3&from=from_esf_List_search&index=3,2025-12-20 09:55:07
藏珑湖上国际花园,131.66,10482,,2075,是,https://cs.58.com/ershoufang/4207577955036166x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_2&from=from_esf_List_search&index=2,2025-12-20 09:55:09
裕和府（原康桥悦城）,108.9,11479,,1960,是,https://cs.58.com/ershoufang/2718454839798791x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_1&from=from_esf_List_search&index=1,2025-12-20 09:55:11
城投月湖云境,120.0,10000,,2021,是,https://cs.58.com/ershoufang/4036589794991107x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1766195295&typecode=201&spread=filtersearch_p&epauction=&stats_key=667c7ca6-cedf-4305-8817-7bcbc63ca10e_0&from=from_esf_List_search&index=0,2025-12-20 09:55:12
祥源森林之光(一期),148.06,14724,,1905,是,https://cs.58.com/ershoufang/4248848340803590x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_69&from=from_esf_List_search&index=75,2025-12-20 09:55:14
阳光城尚东湾愉景苑,180.59,7476,,1957,否,https://cs.58.com/ershoufang/3833619574008833x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_68&from=from_esf_List_search&index=74,2025-12-20 09:55:16
华润凤凰城(二期),109.0,6413,,2021,是,https://cs.58.com/ershoufang/4333811464855553x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1766195293&typecode=220&spread=filtersearch_c&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_67&from=from_esf_List_search&index=73,2025-12-20 09:55:18
万科城(三期),89.31,7838,,1920,是,https://cs.58.com/ershoufang/4333506192092162x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_66&from=from_esf_List_search&index=72,2025-12-20 09:55:19
澳海澜庭,105.56,6158,,2021,是,https://cs.58.com/ershoufang/4185263516933133x.shtml?auction=201&hpType=60&entry=102&position=65&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_65&from=from_esf_List_search&index=71,2025-12-20 09:55:22
卢浮原著,89.76,7576,,2021,是,https://cs.58.com/ershoufang/4368878442750991x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_64&from=from_esf_List_search&index=70,2025-12-20 09:55:24
中粮鸿云,113.67,6731,,1903,是,https://cs.58.com/ershoufang/4319610765679630x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_63&from=from_esf_List_search&index=69,2025-12-20 09:55:26
中粮鸿云,128.0,5860,,1903,是,https://cs.58.com/ershoufang/4236983210795013x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_62&from=from_esf_List_search&index=68,2025-12-20 09:55:28
荣盛花语城,88.0,6796,,2042,是,https://cs.58.com/ershoufang/4020423123902472x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1766195293&typecode=220&spread=filtersearch_c&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_61&from=from_esf_List_search&index=67,2025-12-20 09:55:29
招商蛇口天青府,143.0,12588,,2021,是,https://cs.58.com/ershoufang/3556595734029315x.shtml?auction=201&hpType=60&entry=102&position=60&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_60&from=from_esf_List_search&index=66,2025-12-20 09:55:30
鑫苑木莲世家,160.74,15429,,2021,是,https://cs.58.com/ershoufang/4136505585015814x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1766195293&typecode=201&spread=filtersearch_p&epauction=&stats_key=e18be361-6f9f-4d27-b5b0-5a14556380ed_59&from=from_esf_List_search&index=65,2025-12-20 09:55:32
